Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
39320354,"$23,475","$23,475",23.99%,1.00%,"January 15, 2015","January 25, 2020","January 25, 2020",$0,RENT,"$5,150 / month",29.20%,8 years ,712xx,N/a,N/a,N/a,Director of Marketing,N/a,690-694,0,01/1999,$0.00,10,0,33,n/a,"$28,335.00",0,98.00%,n/a,1
39320417,"$9,000","$9,000",9.49%,1.00%,"January 20, 2015","January 25, 2018","January 25, 2020",$0,OWN,"$2,954 / month",12.76%,n/a,792xx,N/a,N/a,N/a,n/a,N/a,735-739,0,05/1965,$0.00,7,0,18,n/a,"$7,319.00",0,48.80%,n/a,0
39320431,"$12,000","$12,000",9.49%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$3,750 / month",10.05%,9 years ,704xx,N/a,N/a,N/a,Kitchen Manager,N/a,675-679,0,11/1999,$0.00,7,1,20,7,"$11,390.00",0,64.70%,n/a,0
39320485,"$14,400","$14,400",13.66%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$4,000 / month",28.38%,5 years ,310xx,N/a,N/a,N/a,aircraft mechanic,N/a,685-689,0,02/2007,$0.00,7,0,19,n/a,"$10,821.00",0,95.80%,n/a,0
39320571,"$22,125","$22,125",24.99%,1.00%,"January 15, 2015","January 27, 2020","January 27, 2020",$0,MORTGAGE,"$5,250 / month",17.75%,8 years ,922xx,N/a,N/a,N/a,Manager of EVS,N/a,660-664,0,01/2001,$0.00,23,0,45,n/a,"$22,249.00",1,90.10%,85,1
39320626,"$35,000","$35,000",15.99%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$7,500 / month",14.31%,8 years ,930xx,N/a,N/a,N/a,RN,N/a,695-699,0,08/2001,$0.00,8,0,29,74,"$8,642.00",0,38.40%,n/a,1
39320686,"$15,000","$15,000",6.03%,1.00%,"January 14, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$6,250 / month",13.87%,7 years ,113xx,N/a,N/a,N/a,Driver,N/a,815-819,0,03/1998,$0.00,16,0,43,n/a,"$6,265.00",0,7.80%,n/a,1
39320690,"$12,000","$12,000",12.39%,1.00%,"January 14, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$9,167 / month",28.18%,10+ years ,546xx,N/a,N/a,N/a,Mechanical Engineer,N/a,665-669,0,08/1981,$0.00,17,0,32,36,"$46,019.00",0,88.20%,n/a,0
39320707,"$35,000","$35,000",16.49%,1.00%,"January 15, 2015","January 26, 2020","January 26, 2020",$0,RENT,"$7,417 / month",33.63%,8 years ,800xx,N/a,N/a,N/a,Recruiting Manager,N/a,700-704,0,07/1992,$0.00,28,1,42,19,"$29,787.00",0,40.30%,n/a,2
39320751,"$10,975","$10,975",17.86%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$1,833 / month",34.64%,4 years ,760xx,N/a,N/a,N/a,Teller,N/a,670-674,0,02/1978,$0.00,18,0,26,n/a,"$20,615.00",0,57.40%,n/a,0
39320868,"$7,500","$7,500",6.99%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$6,208 / month",10.29%,9 years ,915xx,N/a,N/a,N/a,Commercial Property Manager,N/a,685-689,0,04/2003,$0.00,9,0,15,n/a,"$8,683.00",1,60.70%,111,1
39320871,"$8,500","$8,500",12.99%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$2,500 / month",31.04%,10+ years ,346xx,N/a,N/a,N/a,Courier,N/a,690-694,0,12/1995,$0.00,6,0,27,n/a,"$11,647.00",0,69.70%,n/a,1
39320877,"$35,000","$35,000",21.99%,1.00%,"January 15, 2015","January 26, 2020","January 26, 2020",$0,MORTGAGE,"$17,417 / month",15.98%,4 years ,926xx,N/a,N/a,N/a,Financial Advisor,N/a,665-669,0,08/1998,$0.00,11,2,18,11,"$48,624.00",0,92.10%,n/a,0
39320883,"$12,000","$12,000",8.19%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$3,833 / month",7.59%,n/a,894xx,N/a,N/a,N/a,n/a,N/a,725-729,0,06/2003,$0.00,9,0,20,n/a,"$10,378.00",0,42.00%,n/a,0
39320908,"$18,000","$18,000",19.24%,1.00%,"January 15, 2015","January 26, 2020","January 26, 2020",$0,RENT,"$8,167 / month",19.33%,10+ years ,078xx,N/a,N/a,N/a,head piece designer,N/a,725-729,0,05/1990,$0.00,5,0,15,n/a,"$3,927.00",0,93.50%,n/a,1
39320939,"$12,000","$12,000",9.49%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$5,000 / month",15.64%,10+ years ,981xx,N/a,N/a,N/a,"Sales,IT",N/a,710-714,0,06/2000,$0.00,5,0,7,n/a,"$12,718.00",0,97.80%,n/a,0
39329117,"$9,925","$9,925",17.86%,1.00%,"January 14, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$3,750 / month",16.75%,4 years ,921xx,N/a,N/a,N/a,BOOKKEEPER,N/a,715-719,0,05/1997,$0.00,10,0,17,n/a,"$8,322.00",1,17.50%,96,0
39329196,"$10,000","$10,000",11.99%,1.00%,"January 14, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$1,667 / month",21.31%,8 years ,370xx,N/a,N/a,N/a,lead jewerly sales,N/a,680-684,0,05/2002,$0.00,14,0,24,n/a,"$11,574.00",0,46.50%,n/a,1
39329272,"$4,600","$4,600",14.31%,1.00%,"January 14, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$3,333 / month",15.33%,7 years ,825xx,N/a,N/a,N/a,Administrative Assistant,N/a,670-674,0,03/1984,$0.00,8,2,35,6,"$5,510.00",0,78.70%,n/a,0
39329313,"$15,000","$15,000",14.99%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$3,500 / month",20.34%,4 years ,782xx,N/a,N/a,N/a,Clerk,N/a,660-664,0,04/2002,$0.00,11,0,39,34,$249.00,0,5.00%,n/a,0
39329322,"$13,000","$13,000",14.31%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$6,250 / month",38.61%,3 years ,802xx,N/a,N/a,N/a,Associate Attorney,N/a,670-674,0,12/2003,$0.00,42,0,78,77,"$18,264.00",0,57.90%,n/a,2
39329337,"$4,375","$4,375",17.86%,1.00%,"January 16, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$2,000 / month",26.50%,n/a,757xx,N/a,N/a,N/a,n/a,N/a,675-679,0,04/2006,$0.00,9,0,16,n/a,"$18,744.00",0,76.50%,n/a,2
39329361,"$8,500","$8,500",15.59%,1.00%,"January 16, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$2,500 / month",8.52%,10+ years ,606xx,N/a,N/a,N/a,Client Advocate,N/a,665-669,0,01/1992,$0.00,8,0,11,77,"$6,425.00",0,58.90%,n/a,1
39329362,"$14,400","$14,400",14.31%,1.00%,"January 20, 2015","January 23, 2020","January 23, 2020",$0,RENT,"$4,417 / month",29.91%,8 years ,988xx,N/a,N/a,N/a,truck driver,N/a,675-679,0,11/2004,$0.00,7,0,18,n/a,"$11,623.00",0,95.30%,n/a,0
39329448,"$15,725","$15,725",19.99%,1.00%,"January 14, 2015","January 23, 2020","January 23, 2020",$0,MORTGAGE,"$4,000 / month",27.08%,5 years ,554xx,N/a,N/a,N/a,Buyer,N/a,685-689,0,01/1981,$0.00,12,0,28,44,"$14,147.00",0,86.30%,n/a,2
39329495,"$3,800","$3,800",11.99%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$4,000 / month",12.26%,10+ years ,273xx,N/a,N/a,N/a,machine operator,N/a,670-674,0,11/1988,$0.00,7,1,33,21,"$13,480.00",0,93.60%,n/a,0
39329549,"$35,000","$35,000",23.99%,1.00%,"January 14, 2015","January 24, 2020","January 24, 2020",$0,MORTGAGE,"$11,917 / month",15.10%,7 years ,840xx,N/a,N/a,N/a,Salesmen,N/a,660-664,0,07/2002,$0.00,12,0,29,53,"$16,163.00",0,72.80%,n/a,0
39329552,"$8,000","$8,000",9.49%,1.00%,"January 20, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$10,000 / month",4.06%,1 year ,928xx,N/a,N/a,N/a,Registered Dental Assistant,N/a,660-664,0,06/1987,$0.00,14,2,37,4,"$14,132.00",0,43.20%,n/a,1
39329591,"$10,000","$10,000",15.59%,1.00%,"January 15, 2015","January 23, 2020","January 23, 2020",$0,OWN,"$2,500 / month",23.24%,6 years ,631xx,N/a,N/a,N/a,Account Clerk II,N/a,670-674,0,01/1999,$0.00,25,0,45,65,"$8,892.00",0,61.30%,n/a,2
39329600,"$22,475","$22,475",17.14%,1.00%,"January 14, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$5,917 / month",16.63%,10+ years ,802xx,N/a,N/a,N/a,Manager,N/a,670-674,0,02/2002,$0.00,10,0,24,53,"$12,657.00",0,69.50%,n/a,0
39329636,"$20,200","$20,200",19.99%,1.00%,"January 20, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$8,381 / month",13.58%,1 year ,231xx,N/a,N/a,N/a,plant manger,N/a,670-674,0,10/2001,$0.00,11,1,32,11,"$6,577.00",0,80.20%,n/a,1
39329639,"$14,200","$14,200",11.99%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$7,667 / month",13.61%,< 1 year ,427xx,N/a,N/a,N/a,Area Manager,N/a,670-674,0,04/1998,$0.00,17,0,59,30,"$5,368.00",1,35.50%,45,3
39329649,"$8,000","$8,000",9.49%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$2,917 / month",21.91%,7 years ,789xx,N/a,N/a,N/a,Asst. Director,N/a,660-664,0,09/2003,$0.00,6,0,15,65,"$11,499.00",0,71.90%,n/a,0
39329661,"$27,200","$27,200",21.99%,1.00%,"January 14, 2015","January 24, 2020","January 24, 2020",$0,MORTGAGE,"$10,683 / month",18.90%,10+ years ,640xx,N/a,N/a,N/a,Dividional Sales Manager,N/a,660-664,0,10/1997,$0.00,14,1,30,14,"$22,554.00",0,85.80%,n/a,0
39329722,"$16,000","$16,000",10.49%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$4,167 / month",8.76%,5 years ,802xx,N/a,N/a,N/a,teacher,N/a,660-664,0,09/1999,$0.00,16,1,19,11,"$11,382.00",0,45.30%,n/a,1
39329786,"$8,000","$8,000",11.99%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$16,333 / month",18.56%,6 years ,840xx,N/a,N/a,N/a,Physician,N/a,695-699,0,04/1994,$0.00,22,0,35,28,"$48,710.00",0,71.30%,n/a,0
39329816,"$5,900","$5,900",11.99%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$2,199 / month",5.59%,n/a,952xx,N/a,N/a,N/a,n/a,N/a,675-679,0,01/2004,$0.00,5,0,9,n/a,"$3,924.00",2,41.70%,57,1
39329853,"$2,000","$2,000",18.54%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$6,167 / month",34.17%,10+ years ,928xx,N/a,N/a,N/a,Claims Examiner,N/a,695-699,0,05/2004,$0.00,8,0,19,30,"$1,974.00",0,30.40%,n/a,1
39329923,"$7,175","$7,175",14.99%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$4,167 / month",16.27%,n/a,403xx,N/a,N/a,N/a,n/a,N/a,675-679,0,09/2000,$0.00,12,0,31,30,"$9,939.00",0,41.90%,n/a,0
39330055,"$26,000","$26,000",12.39%,1.00%,"January 16, 2015","January 25, 2020","January 25, 2020",$0,MORTGAGE,"$12,500 / month",12.05%,10+ years ,950xx,N/a,N/a,N/a,Senior Paralegal,N/a,715-719,0,02/1984,$0.00,9,0,31,n/a,"$88,905.00",0,86.30%,n/a,0
39330133,"$28,000","$28,000",9.49%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$29,167 / month",26.32%,8 years ,600xx,N/a,N/a,N/a,Senior VP,N/a,700-704,0,06/1987,$0.00,36,0,69,n/a,"$436,914.00",0,72.00%,n/a,3
39330139,"$6,000","$6,000",12.99%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$4,167 / month",30.39%,< 1 year ,902xx,N/a,N/a,N/a,Truck driver,N/a,700-704,0,10/2001,$0.00,8,0,18,45,"$9,318.00",2,41.20%,36,2
39330191,"$25,200","$25,200",17.86%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,OWN,"$5,833 / month",19.68%,6 years ,946xx,N/a,N/a,N/a,Administrative assistant,N/a,660-664,0,03/2007,$0.00,5,0,10,75,"$4,318.00",0,23.30%,n/a,0
39330203,"$4,000","$4,000",17.86%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$2,800 / month",20.69%,2 years ,981xx,N/a,N/a,N/a,Plastic fabricator,N/a,675-679,0,06/2009,$0.00,10,0,23,n/a,"$7,496.00",0,49.30%,n/a,1
39330242,"$28,000","$28,000",12.99%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$11,833 / month",24.30%,6 years ,760xx,N/a,N/a,N/a,Director of Business Consulting,N/a,660-664,0,11/2003,$0.00,16,2,24,9,"$21,869.00",0,71.50%,n/a,0
39330260,"$2,000","$2,000",12.99%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$6,000 / month",17.27%,4 years ,297xx,N/a,N/a,N/a,Engineer,N/a,710-714,0,07/2001,$0.00,10,0,17,n/a,"$13,029.00",0,55.00%,n/a,0
39330356,"$17,775","$17,775",18.54%,1.00%,"January 15, 2015","January 26, 2020","January 26, 2020",$0,MORTGAGE,"$5,058 / month",39.85%,10+ years ,314xx,N/a,N/a,N/a,med transcriptionist,N/a,685-689,0,02/2000,$0.00,21,0,31,46,"$50,593.00",0,81.60%,n/a,0
39330357,"$10,000","$10,000",8.67%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$4,333 / month",18.26%,10+ years ,729xx,N/a,N/a,N/a,Service assurace agent,N/a,675-679,0,07/1996,$0.00,5,0,23,n/a,"$10,761.00",1,97.80%,113,0
39330362,"$7,500","$7,500",10.49%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$3,333 / month",14.77%,5 years ,891xx,N/a,N/a,N/a,security management,N/a,690-694,0,05/2003,$0.00,9,0,23,76,"$6,319.00",0,47.20%,n/a,0
39330396,"$11,325","$11,325",19.99%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$2,500 / month",28.68%,10+ years ,381xx,N/a,N/a,N/a,cook,N/a,690-694,0,04/2000,$0.00,7,1,20,18,"$3,081.00",1,73.40%,51,1
39330420,"$11,200","$11,200",20.99%,1.00%,"January 20, 2015","January 27, 2020","January 27, 2020",$0,RENT,"$3,500 / month",14.14%,2 years ,956xx,N/a,N/a,N/a,Teacher,N/a,680-684,0,10/2003,$0.00,18,0,44,72,"$12,638.00",0,56.70%,n/a,0
39330422,"$18,000","$18,000",9.49%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$12,750 / month",5.77%,6 years ,750xx,N/a,N/a,N/a,Associate Band Director,N/a,700-704,0,07/1996,$0.00,13,2,25,18,"$11,087.00",0,35.50%,n/a,1
39330469,"$1,500","$1,500",14.99%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$3,333 / month",17.28%,< 1 year ,300xx,N/a,N/a,N/a,Level 1 Hosted Services,N/a,690-694,0,09/2001,$0.00,10,0,19,n/a,"$4,836.00",1,86.40%,113,1
39330478,"$13,500","$13,500",14.31%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$3,033 / month",29.35%,2 years ,930xx,N/a,N/a,N/a,Accountant,N/a,675-679,0,06/2003,$0.00,12,0,17,n/a,"$12,821.00",0,66.40%,n/a,1
39330488,"$20,000","$20,000",7.49%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$9,583 / month",14.78%,6 years ,852xx,N/a,N/a,N/a,Sr. Principal Consultatn,N/a,750-754,0,08/2003,$0.00,19,1,41,19,"$11,592.00",0,17.00%,n/a,1
39330504,"$16,000","$16,000",11.99%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$7,500 / month",8.50%,10+ years ,967xx,N/a,N/a,N/a,RN,N/a,680-684,0,12/1980,$0.00,5,1,14,21,"$8,013.00",0,95.40%,n/a,0
39330573,"$7,000","$7,000",13.66%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$7,917 / month",12.89%,8 years ,802xx,N/a,N/a,N/a,Customer Support Engineer,N/a,675-679,0,05/1995,$0.00,5,2,15,9,"$8,919.00",0,60.70%,n/a,0
39330641,"$14,550","$14,550",9.49%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$8,750 / month",12.51%,2 years ,330xx,N/a,N/a,N/a,Interior Superintendent,N/a,675-679,0,03/1991,$0.00,7,1,26,4,"$7,887.00",0,83.00%,n/a,0
39339149,"$24,925","$24,925",17.14%,1.00%,"January 15, 2015","January 22, 2018","January 22, 2020",$0,MORTGAGE,"$7,500 / month",22.12%,2 years ,824xx,N/a,N/a,N/a,mud engeneer,N/a,695-699,0,10/1998,$0.00,11,0,33,25,"$12,780.00",0,75.20%,n/a,1
39339220,"$8,000","$8,000",10.49%,1.00%,"January 15, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$5,000 / month",20.82%,8 years ,902xx,N/a,N/a,N/a,Foreman,N/a,670-674,0,05/2002,$0.00,7,0,16,37,"$19,161.00",0,85.90%,n/a,1
39339226,"$25,000","$25,000",20.99%,1.00%,"January 16, 2015","January 26, 2020","January 26, 2020",$0,MORTGAGE,"$6,600 / month",9.14%,10+ years ,707xx,N/a,N/a,N/a,Data Engineer II,N/a,705-709,0,09/1999,$0.00,10,0,24,55,$0.00,0,0.00%,n/a,0
39339232,"$10,000","$10,000",15.99%,1.00%,"January 14, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$2,833 / month",6.85%,2 years ,900xx,N/a,N/a,N/a,Home Educator,N/a,680-684,0,12/2010,$0.00,4,0,4,n/a,"$6,171.00",0,86.90%,n/a,1
39339350,"$10,650","$10,650",17.14%,1.00%,"January 16, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$2,000 / month",16.78%,< 1 year ,547xx,N/a,N/a,N/a,Sales coordinator,N/a,665-669,0,05/1993,$0.00,12,1,30,12,"$5,073.00",3,49.70%,31,2
39339361,"$15,000","$15,000",11.44%,1.00%,"January 14, 2015","January 23, 2020","January 23, 2020",$0,OWN,"$3,417 / month",37.41%,n/a,080xx,N/a,N/a,N/a,n/a,N/a,715-719,0,06/2001,$0.00,18,0,37,45,"$7,301.00",0,12.20%,n/a,0
39339401,"$9,000","$9,000",11.99%,1.00%,"January 20, 2015","January 23, 2018","January 23, 2020",$0,RENT,"$2,346 / month",8.82%,n/a,657xx,N/a,N/a,N/a,n/a,N/a,660-664,0,01/1988,$0.00,5,0,25,53,"$7,903.00",1,65.30%,32,0
39339449,"$5,000","$5,000",16.49%,1.00%,"January 15, 2015","January 23, 2018","January 23, 2020",$0,RENT,"$3,583 / month",35.53%,10+ years ,919xx,N/a,N/a,N/a,tire,N/a,680-684,0,08/2005,$0.00,9,0,24,n/a,"$18,836.00",0,91.40%,n/a,0
39339493,"$10,000","$10,000",9.49%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,OWN,"$4,583 / month",16.15%,4 years ,616xx,N/a,N/a,N/a,Materials Specialist,N/a,685-689,0,07/2007,$0.00,12,1,20,7,"$6,275.00",0,29.50%,n/a,0
39339521,"$8,850","$8,850",18.54%,1.00%,"January 15, 2015","January 23, 2018","January 23, 2020",$0,OWN,"$3,750 / month",13.17%,10+ years ,734xx,N/a,N/a,N/a,Communications Officer,N/a,720-724,0,10/2001,$0.00,8,0,27,38,$956.00,0,25.20%,n/a,2
39339524,"$9,000","$9,000",16.49%,1.00%,"January 20, 2015","January 23, 2018","January 23, 2020",$0,RENT,"$3,033 / month",8.87%,< 1 year ,799xx,N/a,N/a,N/a,Protective Security Officer,N/a,660-664,0,09/2009,$0.00,7,0,15,n/a,"$8,583.00",0,57.60%,n/a,1
39339560,"$7,725","$7,725",12.99%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$2,083 / month",36.05%,n/a,933xx,N/a,N/a,N/a,n/a,N/a,720-724,0,07/1999,$0.00,14,3,41,15,"$1,628.00",3,13.90%,24,0
39339598,"$16,500","$16,500",8.67%,1.00%,"January 14, 2015","January 23, 2018","January 23, 2020",$0,RENT,"$3,750 / month",12.59%,< 1 year ,786xx,N/a,N/a,N/a,Quality Control Analyst,N/a,670-674,0,07/2001,$0.00,5,1,9,13,"$18,149.00",0,63.20%,n/a,0
39339738,"$10,000","$10,000",14.31%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$3,350 / month",19.58%,10+ years ,775xx,N/a,N/a,N/a,Coordinator I,N/a,690-694,0,06/2001,$0.00,13,0,25,n/a,"$14,584.00",0,78.80%,n/a,0
39339773,"$12,000","$12,000",11.99%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$5,833 / month",14.38%,10+ years ,864xx,N/a,N/a,N/a,district superviser,N/a,665-669,0,08/2004,$0.00,12,0,33,n/a,"$10,716.00",0,55.20%,n/a,0
39339786,"$4,000","$4,000",17.86%,1.00%,"January 16, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$1,667 / month",12.73%,7 years ,956xx,N/a,N/a,N/a,Cashier,N/a,670-674,0,11/2009,$0.00,7,0,9,n/a,"$6,616.00",0,66.80%,n/a,2
39339808,"$30,000","$30,000",10.49%,1.00%,"January 14, 2015","January 24, 2020","January 24, 2020",$0,OWN,"$10,083 / month",5.21%,10+ years ,852xx,N/a,N/a,N/a,Store manager,N/a,745-749,0,08/1994,$0.00,17,0,33,n/a,"$19,509.00",0,19.20%,n/a,0
39339821,"$6,000","$6,000",12.39%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$3,333 / month",19.80%,3 years ,272xx,N/a,N/a,N/a,Shipping Manager,N/a,675-679,0,09/1982,$0.00,22,0,55,n/a,"$6,916.00",1,28.00%,56,4
39339856,"$1,400","$1,400",14.99%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$1,000 / month",16.00%,n/a,301xx,N/a,N/a,N/a,n/a,N/a,710-714,0,09/2010,$0.00,9,0,9,n/a,"$1,084.00",0,33.90%,n/a,1
39339877,"$31,625","$31,625",16.49%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$5,750 / month",22.12%,10+ years ,067xx,N/a,N/a,N/a,director of hr,N/a,715-719,0,12/1996,$0.00,20,1,40,6,"$16,271.00",0,39.30%,n/a,0
39339942,"$15,000","$15,000",11.99%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$4,333 / month",27.59%,10+ years ,283xx,N/a,N/a,N/a,HEALTH CARE NCO,N/a,680-684,0,12/2000,$0.00,12,0,26,n/a,"$13,816.00",0,41.20%,n/a,1
39339988,"$16,000","$16,000",9.49%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$7,500 / month",2.36%,10+ years ,852xx,N/a,N/a,N/a,Sales,N/a,685-689,0,12/2001,$0.00,7,0,15,27,"$6,978.00",0,42.50%,n/a,1
39340001,"$8,750","$8,750",10.49%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$5,392 / month",28.34%,4 years ,371xx,N/a,N/a,N/a,Tier 2 Clinical Support Analyst,N/a,690-694,0,09/2004,$0.00,16,0,21,n/a,"$15,461.00",0,44.70%,n/a,2
39340070,"$19,000","$19,000",8.67%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$4,583 / month",18.07%,8 years ,630xx,N/a,N/a,N/a,laborer,N/a,690-694,0,05/2003,$0.00,7,0,22,69,"$10,077.00",0,58.20%,n/a,0
39340084,"$27,600","$27,600",14.99%,1.00%,"January 14, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$8,000 / month",33.18%,2 years ,553xx,N/a,N/a,N/a,IT Analyst,N/a,665-669,0,01/2006,$0.00,17,0,35,n/a,"$40,683.00",0,53.50%,n/a,0
39340094,"$7,000","$7,000",11.44%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$7,500 / month",29.71%,5 years ,983xx,N/a,N/a,N/a,Historical Architect,N/a,670-674,0,08/1983,$0.00,13,0,30,n/a,"$46,428.00",0,60.50%,n/a,1
39340103,"$10,625","$10,625",19.24%,1.00%,"January 14, 2015","January 26, 2020","January 26, 2020",$0,MORTGAGE,"$7,042 / month",22.18%,10+ years ,296xx,N/a,N/a,N/a,IT Operations Specialist,N/a,690-694,0,06/1990,$0.00,15,1,36,23,"$8,370.00",0,52.30%,n/a,3
39340125,"$20,000","$20,000",11.99%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$5,417 / month",27.46%,3 years ,900xx,N/a,N/a,N/a,Resident Physician,N/a,720-724,0,08/2003,$0.00,13,0,16,n/a,"$12,296.00",0,75.90%,n/a,0
39340128,"$24,000","$24,000",18.54%,1.00%,"January 16, 2015","January 28, 2020","January 28, 2020",$0,MORTGAGE,"$10,417 / month",15.91%,4 years ,814xx,N/a,N/a,N/a,owner,N/a,700-704,0,08/2001,$0.00,13,0,33,76,"$17,646.00",0,53.00%,n/a,1
39340148,"$16,000","$16,000",8.67%,1.00%,"January 20, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$9,333 / month",23.54%,3 years ,952xx,N/a,N/a,N/a,Coordinator IV,N/a,705-709,0,01/1992,$0.00,11,0,37,n/a,"$18,943.00",0,73.10%,n/a,0
39340155,"$16,000","$16,000",11.99%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$5,000 / month",35.18%,10+ years ,988xx,N/a,N/a,N/a,Shipping coordinator,N/a,715-719,0,02/2003,$0.00,8,0,18,45,"$7,977.00",0,64.30%,n/a,1
39340208,"$7,500","$7,500",8.67%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$6,667 / month",21.78%,10+ years ,210xx,N/a,N/a,N/a,Manager-Driver,N/a,670-674,0,08/1986,$0.00,4,2,13,4,"$21,108.00",0,89.10%,n/a,0
